type,sharpe
With Context,0.6879649576254468
With Context,0.6879649576254468
With Context,0.17169927681912295
With Context,-0.33647259849948746
With Context,0.17169927681912295
No Context,0.7105283276423824
No Context,0.7105283276423824
No Context,0.7105283276423824
No Context,0.7105283276423824
No Context,0.7105283276423824
